1;1;13144;7;2;1;462;6;1;10060010; ;0101901;13814;S;6;0;0;
1;1;13144;7;1;1;462;4;1;10060014; ;0101801;13814;S;4;0;0;
1;1;13143;7;2;1;461;1;1;10030018; ;010010023;33;S;1;0;0;
1;1;13143;7;1;1;461;1;1;10030018; ;010010022;23;S;1;0;0;
1;1;13142;7;1;1;455;6;1;10060018; ;0102401;13070;S;6;0;0;
1;1;13142;7;2;1;455;6;1;10060002; ;0102402;14812;S;6;0;0;
1;1;13142;7;3;1;455;6;1;10060018; ;0102401;13012;S;6;0;0;
1;1;13141;7;3;1;454;2;1;10030023; ;010010042;13;S;2;0;0;
1;1;13141;7;1;1;454;1;1;10030023; ;010010019;23;S;1;0;0;
1;1;13141;7;2;1;454;1;1;10030023; ;010010019;33;S;1;0;0;
1;1;13140;7;1;1;453;3;2;10030001;10030002;010010032;23;S;3;0;0;
1;1;13139;7;1;1;452;12;1;10060018; ;0102401;13012;S;12;0;0;
1;1;13138;7;1;1;451;2;2;10070001;10070002;0104301;13828;S;2;0;0;
1;1;13138;7;2;1;451;1;2;10070001;10070002;0104301;08828;S;1;0;0;
1;1;13138;7;3;1;451;1;2;10070001;10070002;0100801;08832;S;1;0;0;
1;1;13138;7;4;1;451;2;2;10070001;10070002;0100801;13832;S;2;0;0;
1;1;12989;7;4;1;449;1;1;10030025; ;010010019;33;S;1;0;1046;
1;1;12989;7;3;1;449;1;1;10030025; ;010010019;23;S;1;0;1046;
1;1;12989;7;2;1;449;1;1;10030018; ;010010023;33;S;1;0;1046;
1;1;12989;7;1;1;449;1;1;10030018; ;010010022;23;S;1;0;1046;
1;1;12984;7;1;1;448;2;1;10060015; ;0101902;07817;S;2;0;1046;
1;1;12898;7;1;1;447;1;1;10020020; ;010010011;32;S;1;0;1016;
1;1;12871;7;1;1;446;20;1;10060018; ;0102401;13012;S;20;0;1016;
1;1;12897;7;4;1;445;2;1;10060018; ;0102401;13070;S;2;0;1046;
1;1;12897;7;3;1;445;3;1;10060018; ;0102401;13010;S;3;0;1046;
1;1;12897;7;2;1;445;4;1;10060015; ;0101801;13814;S;4;0;1046;
1;1;12897;7;1;1;445;4;1;10060015; ;0101801;08814;S;4;0;1046;
1;1;12896;7;2;1;444;1;2;10020013;10020017;010010014;22;S;1;0;1046;
1;1;12896;7;1;1;444;1;2;10020013;10020017;010010014;202;S;1;0;1046;
1;1;12895;7;1;1;443;1;1;10060004; ;0101502;13818;S;1;0;1046;
1;1;12895;7;3;1;443;4;1;10060010; ;0101902;07817;S;4;0;1046;
1;1;12895;7;4;1;443;2;1;10060010; ;0101902;08817;S;2;0;1046;
1;1;12895;7;5;1;443;10;1;10060018; ;0102401;13012;S;10;0;1046;
1;1;12895;7;2;1;443;3;1;10060010; ;0101902;13817;S;3;0;1046;
1;1;12894;7;3;1;442;10;1;10060002; ;0102301;07812;S;10;0;1046;
1;1;12894;7;2;1;442;2;1;10070008; ;0100801;07898;S;2;0;1046;
1;1;12894;7;1;1;442;1;1;10070008; ;0101001;13820;S;1;0;1046;
1;1;12894;7;4;1;442;10;1;10060018; ;0102401;13012;S;10;0;1046;
1;1;12893;7;1;3;441;1;1;10030054; ;010010022;23;S;1;0;1046;
1;1;12893;7;1;1;441;1;2;10030005;10030006;010010022;23;S;1;0;1046;
1;1;12893;7;1;4;0;1;1;10030049; ;010010022;23;S;1;0;1046;
1;1;12893;7;2;1;441;1;2;10030005;10030006;010010023;33;S;1;0;1046;
1;1;12893;7;2;4;0;1;1;10030049; ;010010023;33;S;1;0;1046;
1;1;12893;7;2;3;441;1;1;10030054; ;010010023;33;S;1;0;1046;
1;1;12892;7;1;1;440;4;1;10060015; ;0101902;07817;S;4;0;1046;
1;1;12892;7;2;1;440;4;1;10060015; ;0101902;08817;S;4;0;1046;
1;1;12891;7;2;1;439;6;1;10060010; ;0101801;08814;S;6;0;1046;
1;1;12891;7;1;1;439;1;1;10070008; ;0101001;13825;S;1;0;1046;
1;1;12891;7;3;1;439;6;1;10060002; ;0102301;07812;S;6;0;1046;
1;1;12890;7;1;1;438;2;1;10030025; ;010010022;23;S;2;0;1016;
1;1;12890;7;2;1;438;2;1;10030025; ;010010023;33;S;2;0;1016;
1;1;12889;7;5;1;437;10;1;10060018; ;0102401;13070;S;10;0;1046;
1;1;12889;7;4;1;437;10;1;10060018; ;0102401;13010;S;10;0;1046;
1;1;12889;7;3;1;437;10;1;10060002; ;0102402;14812;S;10;0;1046;
1;1;12889;7;2;1;437;10;1;10060002; ;0102301;08812;S;10;0;1046;
1;1;12889;7;1;1;437;10;1;10060002; ;0102301;07812;S;10;0;1046;
1;1;11;7;1;1;0;30;1;10060018; ;0102401;13012;N;30;0;3;
1;1;168;7;1;1;0;2;1;10070040; ;0100801;07898;N;2;0;3;
1;1;168;7;2;1;0;1;1;10070040; ;0100502;13824;N;1;0;3;
1;1;168;7;3;1;0;1;1;10070040; ;0100503;15824;N;1;0;3;
1;1;170;7;1;1;0;1;1;10020052; ;010010032;22;N;1;0;3;
1;1;170;7;2;1;0;1;1;10020052; ;010010032;32;N;1;0;3;
1;1;170;7;3;1;0;1;1;10030064; ;010010032;23;N;1;0;3;
1;1;170;7;4;1;0;1;1;10030064; ;010010032;33;N;1;0;3;
1;1;171;7;1;1;0;4;1;10060002; ;0102301;07812;N;4;0;3;
1;1;171;7;2;1;0;10;1;10060018; ;0102401;13010;N;10;0;3;
1;1;171;7;3;1;0;3;1;10070030; ;0101001;13825;N;3;0;3;
1;1;171;7;4;1;0;4;1;10060010; ;0101801;07814;N;4;0;3;
1;1;171;7;5;1;0;6;1;10060010; ;0101801;13814;N;6;0;3;
1;1;171;7;6;1;0;6;1;10060010; ;0101802;08817;N;6;0;3;
1;1;171;7;7;1;0;6;1;10060010; ;0101802;13817;N;6;0;3;
1;1;172;7;1;1;0;1;1;10070030; ;0100401;15826;N;1;0;3;
1;1;172;7;2;1;0;2;1;10070030; ;0100801;07898;N;2;0;3;
1;1;172;7;3;1;0;4;1;10060010; ;0101902;13817;N;4;0;3;
1;1;173;7;1;1;0;2;1;10060010; ;0101901;08814;N;2;0;19;
1;1;173;7;2;1;0;2;1;10060010; ;0101902;13817;N;2;0;19;
1;1;163;7;1;1;0;4;1;10060017; ;0102301;12812;N;4;0;3;
1;1;163;7;2;1;0;6;1;10060017; ;0102301;13812;N;6;0;3;
1;1;163;7;3;1;0;10;1;10060002; ;0102301;07812;N;10;0;3;
1;1;163;7;4;1;0;10;1;10060002; ;0102301;08812;N;10;0;3;
1;1;163;7;5;1;0;10;1;10060018; ;0102401;13012;N;10;0;3;
1;1;163;7;6;1;0;6;1;10060018; ;0102402;14812;N;6;0;3;
1;1;163;7;7;1;0;1;1;10060001; ;0100701;138;N;1;0;3;
1;1;163;7;8;1;0;4;1;10060024; ;0101801;13814;N;4;0;3;
1;1;163;7;9;1;0;2;1;10060024; ;0101802;13817;N;2;0;3;
1;1;164;7;1;1;0;4;1;10060002; ;0102301;07812;N;4;0;3;
1;1;164;7;2;1;0;4;1;10060010; ;0101901;13814;N;4;0;3;
1;1;164;7;3;1;0;2;1;10060024; ;0101801;13814;N;2;0;3;
1;1;165;7;1;1;0;1;1;10020009; ;010010042;12;N;1;0;3;
1;1;165;7;1;2;0;1;1;10020017; ;010010042;12;N;1;0;3;
1;1;165;7;1;3;0;1;1;10020025; ;010010042;12;N;1;0;3;
1;1;165;7;2;1;0;1;1;10030022; ;010010019;33;N;1;0;3;
1;1;166;7;1;1;0;20;1;10060018; ;0102401;13010;N;20;0;3;
1;1;167;7;1;1;0;6;1;10060017; ;0102301;13814;N;6;0;3;
1;1;167;7;2;1;0;6;1;10060002; ;0102301;08812;N;6;0;3;
1;1;167;7;3;1;0;6;1;10060024; ;0101901;13814;N;6;0;3;
1;1;167;7;4;1;0;6;1;10060024; ;0101901;08814;N;6;0;3;
1;1;285;7;1;1;0;6;1;10060017; ;0102301;13814;N;6;0;19;
1;1;285;7;2;1;0;4;1;10060002; ;0102301;08814;N;4;0;19;
1;1;285;7;3;1;0;10;1;10060018; ;0102401;13010;N;10;0;19;
1;1;287;7;1;1;0;1;1;10030065; ;010010038;203;N;1;0;3;
1;1;287;7;2;1;0;1;1;10030065; ;010010038;23;N;1;0;3;
1;1;287;7;3;1;0;1;1;10030065; ;0103003;0703;N;1;0;3;
1;1;287;7;4;1;0;1;1;10020007; ;010010014;202;N;1;0;3;
1;1;287;7;5;1;0;1;1;10020007; ;010010014;32;N;1;0;3;
1;1;287;7;6;1;0;1;1;10020007; ;0103002;0662;N;1;0;3;
1;1;341;7;1;1;0;1;1;10020020; ;010010019;22;N;1;0;19;
1;1;341;7;2;1;0;1;1;10020020; ;010010019;32;N;1;0;19;
1;1;341;7;3;1;0;15;1;10060002; ;0102301;07812;N;15;0;19;
1;1;341;7;4;1;0;10;1;10060002; ;0102301;08812;N;10;0;19;
1;1;341;7;5;1;0;10;1;10060018; ;0102402;14812;N;10;0;19;
1;1;345;7;1;1;0;1;1;10030047; ;010010019;23;N;1;0;3;
1;1;345;7;1;2;0;1;1;10030061; ;010010019;23;N;1;0;3;
1;1;345;7;2;1;0;1;1;10030061; ;010010019;33;N;1;0;3;
1;1;345;7;2;2;0;1;1;10030047; ;010010019;33;N;1;0;3;
1;1;345;7;3;1;0;1;1;10020028; ;010010019;32;N;1;0;3;
1;1;351;7;1;1;0;1;1;10020017; ;010010019;22;N;1;0;3;
1;1;351;7;2;1;0;1;1;10020017; ;010010019;32;N;1;0;3;
1;1;419;7;1;1;0;14;1;10060014; ;0101801;07814;N;14;0;0;
1;1;422;7;1;1;0;3;1;10060010; ;0101601;12822;N;3;0;30;
1;1;386;7;1;1;0;4;1;10060018; ;0102402;14812;N;4;0;3;
1;1;387;7;1;1;0;1;1;10030007; ;0103003;0703;N;1;0;3;
